Category,Question,Answer
Fees & Scholarships,Could you please explain fee for PhD in Petroleum Engineering? Please.,The fee structure for Petroleum Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Academics,Could you please explain where is the Environmental Engineering department located? (I need this urgently),The Environmental Engineering department is located at the Main Campus. You can find its exact location on the campus map near the academic blocks.
Academics,HOD of Environmental Engineering? Please.,"To contact the HOD of Environmental Engineering, please visit the specific department's page on neduet.edu.pk."
Admissions,Can you tell me what is the merit for ME in Chemistry?,The merit criteria for ME in Chemistry depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Admissions,"Hi, what is the merit for BE in Food Engineering? ASAP.",The merit criteria for BE in Food Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Fees & Scholarships,Please guide me about fee for BS in Software Engineering? Can you help?,"For BS in Software Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Fees & Scholarships,Quick question: fee for BE in Urban & Infrastructure Engineering?,The fee structure for Urban & Infrastructure Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Admissions,Quick question: what is the merit for PhD in English?,The merit criteria for PhD in English depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Admissions,Do you know merit criteria for Physics? Appreciate it.,The merit criteria for BS in Physics depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Admissions,Please guide me about how much percentage is required for Petroleum Engineering BE? ASAP.,The merit criteria for BE in Petroleum Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Admissions,"Hi, merit criteria for Electronic Engineering? Please.",The merit criteria for MS in Electronic Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Academics,"Hey CampusBrain, directions to English building?",You can find the English at the NED Main Campus.
Facilities,"Hi, how do I go to Registrar Office? - thanks in advance!",You will find the Registrar Office clearly signposted at the NED Main Campus.
Admissions,Do you know what is the merit for ME in Petroleum Engineering?,Admission to Petroleum Engineering (ME) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Admissions,Do you know what is the merit for MS in Software Engineering? (I need this urgently),The merit criteria for MS in Software Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Academics,Can you tell me directions to Chemical Engineering building? Appreciate it.,You can find the Chemical Engineering at the NED Main Campus.
Academics,"Hello, location of Mathematics? (I need this urgently)",The Mathematics department is located at the Main Campus. You can find its exact location on the campus map near the academic blocks.
Fees & Scholarships,Please guide me about financial aid for PhD students?,NED University offers various need-based and merit-based scholarships. You can apply through the Student Affairs department.
Admissions,Could you please explain what is the merit for MS in Food Engineering? Please.,The merit criteria for MS in Food Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Fees & Scholarships,I'm looking for info on financial aid for BS students? ASAP.,NED University offers various need-based and merit-based scholarships. You can apply through the Student Affairs department.
Fees & Scholarships,Please guide me about how much does Civil Engineering cost? (I need this urgently),"For BE in Civil Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Academics,Could you please explain chairperson contact for Environmental Engineering? (I need this urgently),The details of the Chairperson for Environmental Engineering are listed on the departmental sub-domain of the NED website.
Admissions,"Hi, how much percentage is required for Software Engineering ME? - thanks in advance!",The merit criteria for ME in Software Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Fees & Scholarships,Please guide me about fee for BS in Food Engineering?,"For BS in Food Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Facilities,"Hi, location of Sports Complex? - thanks in advance!",The Sports Complex is situated at the Main Campus. Ask any of the security personnel or student volunteers for exact directions.
Fees & Scholarships,"Tell me, how much does Civil Engineering cost?",The fee structure for Civil Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Academics,Please guide me about directions to Chemistry building?,You can find the Chemistry at the NED Main Campus.
Fees & Scholarships,"Hey CampusBrain, fee for BS in Architecture? Can you help?","For BS in Architecture, the semester fee is updated annually. You can download the fee voucher from your student portal."
Admissions,I would like to know what is the merit for ME in English?,The merit criteria for ME in English depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Academics,Do you know location of Food Engineering? Appreciate it.,You can find the Food Engineering at the NED Main Campus.
Fees & Scholarships,"Tell me, fee for ME in Architecture? Appreciate it.","For ME in Architecture, the semester fee is updated annually. You can download the fee voucher from your student portal."
Admissions,Do you know when do admissions open for BE? (I need this urgently),Admissions for BE typically open around June-July for the Fall semester. Keep an eye on the NED admission website at neduet.edu.pk/admission.
Fees & Scholarships,Quick question: fee for ME in Mathematics? Please.,The fee structure for Mathematics varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Fees & Scholarships,Do you know what is the fee structure for Architecture? ASAP.,"For PhD in Architecture, the semester fee is updated annually. You can download the fee voucher from your student portal."
Fees & Scholarships,"Tell me, how much does Electronic Engineering cost? ASAP.","For MS in Electronic Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Academics,I'm looking for info on directions to English building? (I need this urgently),You can find the English at the NED Main Campus.
Facilities,I would like to know what are the timings for Engr. Abul Kalam Library? (I need this urgently),"You can visit the Engr. Abul Kalam Library during standard university working hours, Monday to Friday."
Facilities,Do you know location of Student Affairs Directorate? - thanks in advance!,You will find the Student Affairs Directorate clearly signposted at the NED Main Campus.
Fees & Scholarships,I'm looking for info on are there scholarships for Metallurgical Engineering? (I need this urgently),Scholarships for Metallurgical Engineering students are announced periodically. Keep checking the Student Affairs notice board.
Fees & Scholarships,Do you know how much does Computer Systems Engineering cost? - thanks in advance!,The fee structure for Computer Systems Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Admissions,"Hello, how much percentage is required for Petroleum Engineering BS? Appreciate it.",The merit criteria for BS in Petroleum Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Academics,Can you tell me chairperson contact for Textile Engineering? - thanks in advance!,The details of the Chairperson for Textile Engineering are listed on the departmental sub-domain of the NED website.
Fees & Scholarships,"Hi, what is the fee structure for Electronic Engineering? (I need this urgently)",The fee structure for Electronic Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Academics,Can you tell me directions to Metallurgical Engineering building? Thanks.,You can find the Metallurgical Engineering at the NED Main Campus.
Admissions,"Tell me, what is the merit for PhD in Physics? (I need this urgently)",Admission to Physics (PhD) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Admissions,I'm looking for info on how much percentage is required for English PhD? (I need this urgently),Admission to English (PhD) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Fees & Scholarships,Can you tell me how much does Materials Engineering cost? - thanks in advance!,The fee structure for Materials Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Fees & Scholarships,"Hey CampusBrain, how much does Electrical Engineering cost? Can you help?","For ME in Electrical Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Fees & Scholarships,I'm looking for info on semester fee for BS? (I need this urgently),"For BS in Architecture, the semester fee is updated annually. You can download the fee voucher from your student portal."
Fees & Scholarships,"Hello, fee for MS in Polymer & Petrochemical Engineering? ASAP.","For MS in Polymer & Petrochemical Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Fees & Scholarships,"Hello, what is the fee structure for English?","For ME in English, the semester fee is updated annually. You can download the fee voucher from your student portal."
Academics,"Hi, directions to English building? Thanks.",You can find the English at the NED Main Campus.
Facilities,Do you know how do I go to IT Department? Thanks.,The IT Department is situated at the Main Campus. Ask any of the security personnel or student volunteers for exact directions.
Academics,"Hey CampusBrain, location of Materials Engineering? Thanks.",You can find the Materials Engineering at the NED Main Campus.
Admissions,Please guide me about what is the merit for MS in Biomedical Engineering? Appreciate it.,Admission to Biomedical Engineering (MS) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Admissions,"Tell me, start date for MS admissions? (I need this urgently)",Admissions for MS typically open around June-July for the Fall semester. Keep an eye on the NED admission website at neduet.edu.pk/admission.
Admissions,"Hello, what is the merit for BS in Automotive Engineering? - thanks in advance!",The merit criteria for BS in Automotive Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Fees & Scholarships,Fee for BS in Textile Engineering? ASAP.,The fee structure for Textile Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Facilities,"Hello, how do I go to Main Cafeteria? ASAP.",You will find the Main Cafeteria clearly signposted at the NED Main Campus.
Fees & Scholarships,I'm looking for info on fee for BS in Electrical Engineering? Appreciate it.,The fee structure for Electrical Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Admissions,"Hey CampusBrain, how much percentage is required for Electronic Engineering PhD? - thanks in advance!",Admission to Electronic Engineering (PhD) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Academics,I'm looking for info on directions to Textile Engineering building? ASAP.,The Textile Engineering department is located at the Main Campus. You can find its exact location on the campus map near the academic blocks.
Fees & Scholarships,"Tell me, fee for PhD in Food Engineering? Please.",The fee structure for Food Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Fees & Scholarships,"Hi, how much does Urban & Infrastructure Engineering cost? (I need this urgently)",The fee structure for Urban & Infrastructure Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Academics,Quick question: HOD of Automotive Engineering? Can you help?,"To contact the HOD of Automotive Engineering, please visit the specific department's page on neduet.edu.pk."
Facilities,Quick question: when does Transport Office open?,"You can visit the Transport Office during standard university working hours, Monday to Friday."
Fees & Scholarships,Do you know fee for ME in Environmental Engineering? Please.,The fee structure for Environmental Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Facilities,"Hello, what are the timings for Registrar Office? Can you help?","You can visit the Registrar Office during standard university working hours, Monday to Friday."
Fees & Scholarships,Could you please explain how much does Metallurgical Engineering cost? Appreciate it.,The fee structure for Metallurgical Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Admissions,"Hi, how much percentage is required for English MS? Thanks.",Admission to English (MS) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Academics,I'm looking for info on directions to Telecommunications Engineering building? - thanks in advance!,The Telecommunications Engineering department is located at the Main Campus. You can find its exact location on the campus map near the academic blocks.
Admissions,"Hey CampusBrain, what is the merit for PhD in Software Engineering? (I need this urgently)",Admission to Software Engineering (PhD) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Fees & Scholarships,"Hey CampusBrain, fee for MS in Physics? - thanks in advance!",The fee structure for Physics varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Admissions,Please guide me about how much percentage is required for Mechanical Engineering BE? Appreciate it.,The merit criteria for BE in Mechanical Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Admissions,"Hi, closing merit for Automotive Engineering? Please.",Admission to Automotive Engineering (MS) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Facilities,Do you know closing time for Medical Centre? ASAP.,"You can visit the Medical Centre during standard university working hours, Monday to Friday."
Fees & Scholarships,"Hey CampusBrain, how much does Architecture cost?","For BE in Architecture, the semester fee is updated annually. You can download the fee voucher from your student portal."
Fees & Scholarships,I'm looking for info on fee for BS in Urban & Infrastructure Engineering? Can you help?,"For BS in Urban & Infrastructure Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Admissions,Can you tell me how much percentage is required for Metallurgical Engineering PhD? (I need this urgently),The merit criteria for PhD in Metallurgical Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Fees & Scholarships,Do you know fee for PhD in Chemical Engineering? - thanks in advance!,The fee structure for Chemical Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Academics,Do you know how to find Computer Systems Engineering? Can you help?,The Computer Systems Engineering department is located at the Main Campus. You can find its exact location on the campus map near the academic blocks.
Admissions,"Hey CampusBrain, what is the merit for PhD in Urban & Infrastructure Engineering? Appreciate it.",The merit criteria for PhD in Urban & Infrastructure Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Admissions,"Hello, how much percentage is required for Electrical Engineering MS?",Admission to Electrical Engineering (MS) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Fees & Scholarships,Are there scholarships for Software Engineering? ASAP.,Scholarships for Software Engineering students are announced periodically. Keep checking the Student Affairs notice board.
Academics,Do you know who is the chairperson of Electrical Engineering? Can you help?,The details of the Chairperson for Electrical Engineering are listed on the departmental sub-domain of the NED website.
Admissions,Do you know how much percentage is required for Biomedical Engineering PhD?,Admission to Biomedical Engineering (PhD) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Academics,Directions to Mechanical Engineering building? - thanks in advance!,The Mechanical Engineering department is located at the Main Campus. You can find its exact location on the campus map near the academic blocks.
Academics,Can you tell me HOD of Automotive Engineering?,The details of the Chairperson for Automotive Engineering are listed on the departmental sub-domain of the NED website.
Academics,HOD of Mechanical Engineering? Thanks.,The details of the Chairperson for Mechanical Engineering are listed on the departmental sub-domain of the NED website.
Fees & Scholarships,"Hi, fee for MS in Telecommunications Engineering? Can you help?","For MS in Telecommunications Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Fees & Scholarships,"Tell me, fee for MS in Metallurgical Engineering? (I need this urgently)","For MS in Metallurgical Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Admissions,"Hey CampusBrain, what is the merit for MS in Mathematics?",Admission to Mathematics (MS) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Admissions,Quick question: how much percentage is required for Software Engineering PhD? (I need this urgently),Admission to Software Engineering (PhD) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Facilities,Where is the Transport Office? Can you help?,You will find the Transport Office clearly signposted at the NED Main Campus.
Admissions,"Hi, deadline for BE admission? Appreciate it.",The schedule for BE admissions is announced on the official website. It generally starts in the summer.
Academics,Could you please explain HOD of Textile Engineering? ASAP.,"To contact the HOD of Textile Engineering, please visit the specific department's page on neduet.edu.pk."
Academics,"Hi, directions to Architecture building? ASAP.",You can find the Architecture at the NED Main Campus.
Admissions,Could you please explain when do admissions open for ME? Appreciate it.,The schedule for ME admissions is announced on the official website. It generally starts in the summer.
Academics,"Tell me, how to find Chemical Engineering? Appreciate it.",You can find the Chemical Engineering at the NED Main Campus.
Admissions,I would like to know what is the merit for PhD in Chemical Engineering? Please.,Admission to Chemical Engineering (PhD) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Academics,"Hey CampusBrain, directions to Biomedical Engineering building? - thanks in advance!",The Biomedical Engineering department is located at the Main Campus. You can find its exact location on the campus map near the academic blocks.
Admissions,"Tell me, is the admission open for MS? - thanks in advance!",The schedule for MS admissions is announced on the official website. It generally starts in the summer.
Academics,"Hey CampusBrain, location of Polymer & Petrochemical Engineering? Can you help?",You can find the Polymer & Petrochemical Engineering at the NED Main Campus.
Fees & Scholarships,I'm looking for info on fee for BS in Electronic Engineering? - thanks in advance!,"For BS in Electronic Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Academics,Could you please explain location of Mechanical Engineering? - thanks in advance!,The Mechanical Engineering department is located at the Main Campus. You can find its exact location on the campus map near the academic blocks.
Academics,Please guide me about where is the Computer Systems Engineering department located? Thanks.,The Computer Systems Engineering department is located at the Main Campus. You can find its exact location on the campus map near the academic blocks.
Fees & Scholarships,What is the fee structure for Computer Systems Engineering? ASAP.,"For ME in Computer Systems Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Fees & Scholarships,Please guide me about are there scholarships for Polymer & Petrochemical Engineering? Please.,NED University offers various need-based and merit-based scholarships. You can apply through the Student Affairs department.
Facilities,How do I go to Registrar Office? Please.,The Registrar Office is situated at the Main Campus. Ask any of the security personnel or student volunteers for exact directions.
Academics,"Tell me, where is the Electrical Engineering department located? Appreciate it.",The Electrical Engineering department is located at the Main Campus. You can find its exact location on the campus map near the academic blocks.
Fees & Scholarships,I'm looking for info on fee for ME in Automotive Engineering? ASAP.,"For ME in Automotive Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Admissions,Can you tell me how much percentage is required for Polymer & Petrochemical Engineering BE? Please.,Admission to Polymer & Petrochemical Engineering (BE) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Facilities,I would like to know closing time for Main Cafeteria? ASAP.,The Main Cafeteria generally operates from 8:30 AM to 4:30 PM on weekdays. Timings may vary during Ramadan or exam seasons.
Academics,Please guide me about who is the chairperson of English? - thanks in advance!,"To contact the HOD of English, please visit the specific department's page on neduet.edu.pk."
Academics,Can you tell me directions to Materials Engineering building? ASAP.,You can find the Materials Engineering at the NED Main Campus.
Fees & Scholarships,How much does Mechanical Engineering cost?,"For BE in Mechanical Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Facilities,Could you please explain when does Sports Complex open? Can you help?,"You can visit the Sports Complex during standard university working hours, Monday to Friday."
Academics,I'm looking for info on HOD of English? - thanks in advance!,The details of the Chairperson for English are listed on the departmental sub-domain of the NED website.
Academics,"Tell me, location of Environmental Engineering? - thanks in advance!",You can find the Environmental Engineering at the NED Main Campus.
Admissions,"Hi, closing merit for Civil Engineering? (I need this urgently)",The merit criteria for BS in Civil Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Admissions,I'm looking for info on what is the merit for PhD in Environmental Engineering? Please.,Admission to Environmental Engineering (PhD) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Facilities,Could you please explain is IT Department open on weekends? - thanks in advance!,The IT Department generally operates from 8:30 AM to 4:30 PM on weekdays. Timings may vary during Ramadan or exam seasons.
Admissions,Quick question: closing merit for Architecture? Thanks.,The merit criteria for PhD in Architecture depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Academics,"Hey CampusBrain, who is the chairperson of Electronic Engineering? Appreciate it.",The details of the Chairperson for Electronic Engineering are listed on the departmental sub-domain of the NED website.
Admissions,Quick question: closing merit for Food Engineering? Thanks.,Admission to Food Engineering (MS) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Admissions,"Hey CampusBrain, what is the merit for PhD in English? ASAP.",Admission to English (PhD) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Academics,Do you know location of Software Engineering? Appreciate it.,You can find the Software Engineering at the NED Main Campus.
Admissions,What is the merit for PhD in Materials Engineering?,The merit criteria for PhD in Materials Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Facilities,Can you tell me is Sports Complex open on weekends? (I need this urgently),"You can visit the Sports Complex during standard university working hours, Monday to Friday."
Academics,"Tell me, HOD of Biomedical Engineering? - thanks in advance!","To contact the HOD of Biomedical Engineering, please visit the specific department's page on neduet.edu.pk."
Facilities,"Tell me, is Admissions Office open on weekends? Appreciate it.","You can visit the Admissions Office during standard university working hours, Monday to Friday."
Fees & Scholarships,How much does English cost?,"For ME in English, the semester fee is updated annually. You can download the fee voucher from your student portal."
Academics,Do you know HOD of English? (I need this urgently),The details of the Chairperson for English are listed on the departmental sub-domain of the NED website.
Academics,"Hey CampusBrain, directions to Architecture building?",You can find the Architecture at the NED Main Campus.
Fees & Scholarships,Fee for MS in Petroleum Engineering? (I need this urgently),The fee structure for Petroleum Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Admissions,"Hey CampusBrain, how much percentage is required for Textile Engineering BS? Thanks.",The merit criteria for BS in Textile Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Admissions,Can you tell me what is the merit for BE in Automotive Engineering? Thanks.,Admission to Automotive Engineering (BE) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Fees & Scholarships,I'm looking for info on fee for MS in Environmental Engineering?,The fee structure for Environmental Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Admissions,Quick question: how much percentage is required for Biomedical Engineering MS? Please.,The merit criteria for MS in Biomedical Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Academics,Can you tell me who is the chairperson of Software Engineering?,The details of the Chairperson for Software Engineering are listed on the departmental sub-domain of the NED website.
Facilities,"Hello, where is the Registrar Office? Can you help?",The Registrar Office is situated at the Main Campus. Ask any of the security personnel or student volunteers for exact directions.
Fees & Scholarships,"Tell me, fee for BS in Chemical Engineering? Appreciate it.","For BS in Chemical Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Facilities,Where is the Engr. Abul Kalam Library? Can you help?,You will find the Engr. Abul Kalam Library clearly signposted at the NED Main Campus.
Admissions,I would like to know what is the merit for ME in Textile Engineering? - thanks in advance!,Admission to Textile Engineering (ME) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Academics,Who is the chairperson of Physics? Can you help?,"To contact the HOD of Physics, please visit the specific department's page on neduet.edu.pk."
Admissions,"Hello, how much percentage is required for Metallurgical Engineering MS? Appreciate it.",Admission to Metallurgical Engineering (MS) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Admissions,Please guide me about how much percentage is required for Polymer & Petrochemical Engineering PhD? ASAP.,The merit criteria for PhD in Polymer & Petrochemical Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Academics,Can you tell me who is the chairperson of Chemical Engineering?,The details of the Chairperson for Chemical Engineering are listed on the departmental sub-domain of the NED website.
Academics,"Hey CampusBrain, who is the chairperson of Mechanical Engineering? Thanks.","To contact the HOD of Mechanical Engineering, please visit the specific department's page on neduet.edu.pk."
Academics,Chairperson contact for Electronic Engineering? Appreciate it.,The details of the Chairperson for Electronic Engineering are listed on the departmental sub-domain of the NED website.
Admissions,"Hello, closing merit for Textile Engineering? Can you help?",The merit criteria for BE in Textile Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Fees & Scholarships,"Hi, fee for BS in Chemistry? (I need this urgently)","For BS in Chemistry, the semester fee is updated annually. You can download the fee voucher from your student portal."
Fees & Scholarships,I would like to know fee for BE in Food Engineering? Appreciate it.,The fee structure for Food Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Fees & Scholarships,"Hi, what is the fee structure for English? - thanks in advance!",The fee structure for English varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Facilities,Could you please explain how do I go to IT Department? Please.,You will find the IT Department clearly signposted at the NED Main Campus.
Fees & Scholarships,"Hi, how much does Computer Systems Engineering cost? Thanks.",The fee structure for Computer Systems Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Fees & Scholarships,Could you please explain are there scholarships for Metallurgical Engineering? (I need this urgently),NED University offers various need-based and merit-based scholarships. You can apply through the Student Affairs department.
Academics,"Hi, how to find Environmental Engineering? Can you help?",The Environmental Engineering department is located at the Main Campus. You can find its exact location on the campus map near the academic blocks.
Fees & Scholarships,Could you please explain are there scholarships for Software Engineering? Thanks.,NED University offers various need-based and merit-based scholarships. You can apply through the Student Affairs department.
Admissions,"Tell me, what is the merit for MS in Chemistry? Thanks.",Admission to Chemistry (MS) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Fees & Scholarships,Could you please explain fee for ME in Food Engineering? Can you help?,The fee structure for Food Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Admissions,I would like to know start date for BE admissions? Appreciate it.,Admissions for BE typically open around June-July for the Fall semester. Keep an eye on the NED admission website at neduet.edu.pk/admission.
Academics,Quick question: who is the chairperson of Materials Engineering? (I need this urgently),"To contact the HOD of Materials Engineering, please visit the specific department's page on neduet.edu.pk."
Admissions,Quick question: how much percentage is required for Chemical Engineering BE? Can you help?,The merit criteria for BE in Chemical Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Academics,I'm looking for info on HOD of Textile Engineering? Can you help?,"To contact the HOD of Textile Engineering, please visit the specific department's page on neduet.edu.pk."
Fees & Scholarships,Can you tell me fee for ME in Civil Engineering? ASAP.,"For ME in Civil Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Admissions,Please guide me about merit criteria for Biomedical Engineering? Please.,Admission to Biomedical Engineering (ME) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Academics,"Tell me, location of Food Engineering? Can you help?",The Food Engineering department is located at the Main Campus. You can find its exact location on the campus map near the academic blocks.
Academics,Can you tell me chairperson contact for Mathematics?,The details of the Chairperson for Mathematics are listed on the departmental sub-domain of the NED website.
Admissions,"Hi, start date for MS admissions? (I need this urgently)",Admissions for MS typically open around June-July for the Fall semester. Keep an eye on the NED admission website at neduet.edu.pk/admission.
Fees & Scholarships,"Hi, fee for PhD in Textile Engineering? ASAP.","For PhD in Textile Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Fees & Scholarships,Can you tell me financial aid for BS students? Please.,Scholarships for Mathematics students are announced periodically. Keep checking the Student Affairs notice board.
Admissions,What is the merit for ME in English? (I need this urgently),Admission to English (ME) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Fees & Scholarships,"Hey CampusBrain, how much does Chemistry cost? Please.","For MS in Chemistry, the semester fee is updated annually. You can download the fee voucher from your student portal."
Academics,"Hey CampusBrain, HOD of Computer Systems Engineering? Appreciate it.","To contact the HOD of Computer Systems Engineering, please visit the specific department's page on neduet.edu.pk."
Fees & Scholarships,"Tell me, fee for PhD in Mathematics? Appreciate it.","For PhD in Mathematics, the semester fee is updated annually. You can download the fee voucher from your student portal."
Facilities,I would like to know directions for Admissions Office? - thanks in advance!,You will find the Admissions Office clearly signposted at the NED Main Campus.
Academics,"Hey CampusBrain, location of Civil Engineering?",The Civil Engineering department is located at the Main Campus. You can find its exact location on the campus map near the academic blocks.
Fees & Scholarships,Could you please explain fee for BS in Mechanical Engineering? - thanks in advance!,The fee structure for Mechanical Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Admissions,Could you please explain merit criteria for Electrical Engineering? ASAP.,Admission to Electrical Engineering (BE) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Fees & Scholarships,I'm looking for info on how much does Chemical Engineering cost? (I need this urgently),The fee structure for Chemical Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Academics,Please guide me about how to find Materials Engineering? Please.,The Materials Engineering department is located at the Main Campus. You can find its exact location on the campus map near the academic blocks.
Fees & Scholarships,Quick question: fee for BE in Automotive Engineering? Appreciate it.,The fee structure for Automotive Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Admissions,"Hi, what is the merit for ME in Materials Engineering? Can you help?",Admission to Materials Engineering (ME) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Admissions,Do you know what is the merit for BE in Materials Engineering? - thanks in advance!,The merit criteria for BE in Materials Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
